legacy_id,donor_name,gift_date,gift_amount,gift_type,notes,migrated_date,data_source
31276,James R.,2018-07-15,12.85,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31277,J. Roberts,2020-09-09,20.59,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31278,J. Roberts,2020-03-11,9.23,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31279,Ronald Owen,2021-08-03,47.01,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31280,"Owen, Ronald",2021-04-05,4.11,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31281,Lauren C.,2020-12-03,25.94,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31282,Lauren C.,2020-11-26,28.57,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31283,Gerard O'Sullivan,2022-02-04,6.17,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31284,G. O'Sullivan,2018-11-14,12.33,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31285,Gerard O.,2019-11-28,80.21,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31286,Tracey T.,2021-04-13,35.71,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31287,"Wright, Annette",2019-08-09,6.12,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31288,Pamela H.,2018-05-28,17.17,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31289,"Hart, Pamela",2022-11-18,125.33,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31290,Pamela H.,2018-06-21,29.58,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31291,Pamela Hart,2022-05-03,2.97,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31292,Pamela Hart,2021-01-24,37.82,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31293,Keith Warner,2022-10-01,2.84,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31294,Stacey Thompson,2022-04-11,17.02,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31295,"Thompson, Stacey",2018-02-21,54.66,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31296,S. Thompson,2019-12-28,155.11,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31297,"Benson, Natalie",2018-04-16,5.92,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31298,Natalie Benson,2019-01-25,34.54,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31299,"Benson, Natalie",2022-07-28,41.93,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31300,N. Benson,2020-07-28,11.02,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31301,Connor P.,2018-08-27,19.34,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31302,"Rogers, Jenna",2020-01-18,22.12,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31303,"Rogers, Jenna",2022-04-15,26.73,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31304,Jenna R.,2022-01-25,59.72,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31305,J. Rogers,2021-09-23,6.81,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31306,Jenna Rogers,2022-05-11,46.66,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31307,C. Stokes,2020-08-07,31.07,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31308,Connor Stokes,2021-04-16,16.54,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31309,"Stokes, Connor",2021-03-10,5.66,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31310,Joe B.,2018-07-21,111.19,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31311,Joe B.,2019-09-19,0.66,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31312,J. Burrows,2022-01-01,31.44,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31313,J. Burrows,2022-06-11,35.51,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31314,Joe B.,2022-04-24,26.86,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31315,"Thompson, Valerie",2020-12-06,36.13,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31316,Valerie T.,2020-04-06,18.56,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31317,Valerie T.,2022-03-19,30.74,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31318,"Thompson, Valerie",2021-09-23,3.31,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31319,"Thompson, Valerie",2021-01-30,81.56,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31320,"Smith, Naomi",2022-02-11,19.66,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31321,Naomi Smith,2020-02-10,26.15,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31322,H. Hanson,2020-10-31,10.03,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31323,"Hanson, Hazel",2018-08-29,43.38,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31324,Hazel H.,2019-02-10,43.92,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31325,Hazel Hanson,2019-11-30,29.04,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31326,Olivia C.,2022-12-09,13.52,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31327,O. Cook,2021-06-05,1.8,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31328,Julian Elliott,2022-06-12,85.35,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31329,Katy H.,2018-06-26,29.76,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31330,Katy H.,2022-11-23,36.64,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31331,Katy Howells,2022-04-10,20.41,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31332,K. Howells,2020-12-04,98.59,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31333,Katy Howells,2019-02-21,11.8,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31334,"Young, Christopher",2018-07-23,152.29,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31335,Christopher Y.,2021-10-15,32.68,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31336,Christopher Y.,2022-12-22,11.28,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31337,"Young, Christopher",2019-04-07,97.92,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31338,C. Young,2018-03-19,10.99,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31339,Paul N.,2022-10-17,6.21,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31340,M. Hudson,2018-12-30,31.87,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31341,"Matthews, Annette",2018-11-23,39.59,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31342,"Matthews, Annette",2018-09-11,38.21,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31343,"Matthews, Annette",2022-02-04,3.94,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31344,Annette M.,2018-12-12,38.53,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31345,Annette M.,2022-01-26,3.72,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31346,Ross Davis,2022-10-16,10.72,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31347,R. Davis,2018-07-05,3.21,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31348,Ross Davis,2021-12-25,5.48,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31349,"Stevens, Bethany",2021-08-16,75.69,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31350,Bethany Stevens,2018-07-29,10.8,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31351,"French, Chloe",2019-07-03,54.09,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31352,"James, Stewart",2021-07-21,25.17,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31353,S. James,2018-11-16,21.01,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31354,"James, Stewart",2018-10-24,9.83,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31355,"Owen, Craig",2021-08-05,68.92,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31356,L. Moore,2021-12-26,357.93,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31357,Lynne M.,2020-03-02,20.26,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31358,L. Moore,2021-03-31,12.4,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31359,"Moore, Lynne",2020-03-18,153.57,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31360,"Moore, Lynne",2021-02-26,35.53,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31361,Nigel French,2022-01-14,1.23,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31362,"French, Nigel",2019-03-16,26.24,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31363,N. French,2019-10-23,90.05,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31364,"French, Nigel",2020-10-30,7.91,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31365,"French, Nigel",2022-11-12,9.66,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31366,Glen M.,2022-11-23,29.76,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31367,Glen M.,2018-09-27,19.32,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31368,Glen M.,2018-07-24,10.35,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31369,G. Martin,2020-03-19,76.08,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31370,C. Ellis,2020-12-12,10.89,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31371,Catherine Ellis,2022-02-17,73.81,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31372,Catherine Ellis,2021-05-10,181.12,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31373,Catherine E.,2021-10-04,5.03,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31374,Beverley Fitzgerald,2018-05-24,21.32,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31375,Beverley F.,2022-03-22,15.16,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31376,"Fitzgerald, Beverley",2018-03-02,25.53,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31377,B. Fitzgerald,2022-05-09,8.38,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31378,"Fitzgerald, Beverley",2020-02-18,42.71,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31379,John A.,2022-09-18,6.52,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31380,Michelle P.,2021-09-09,26.44,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31381,Michelle Phillips,2022-03-21,18.4,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31382,Frederick Cook,2020-05-27,66.25,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31383,"Cook, Frederick",2020-09-14,32.38,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31384,Frederick C.,2021-04-14,3.64,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31385,"Cook, Frederick",2020-01-10,107.09,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31386,"Cook, Frederick",2018-04-15,51.2,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31387,Charlie D.,2020-10-08,16.39,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31388,C. Davies,2021-07-14,15.74,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31389,C. Davies,2021-09-10,28.43,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31390,Billy B.,2018-03-17,19.21,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31391,Billy B.,2022-02-04,6.79,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31392,K. Bull,2020-02-03,18.02,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31393,Connor Spencer,2019-05-24,74.93,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31394,S. Phillips,2020-06-25,7.65,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31395,"Phillips, Sian",2018-12-11,4.03,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31396,"Ali, Max",2021-11-02,9.92,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31397,Max A.,2022-04-12,8.66,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31398,K. Jones,2022-10-05,72.24,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31399,"Jones, Karen",2022-09-04,102.94,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31400,Karen J.,2022-05-07,2.64,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31401,"Jones, Karen",2020-06-20,18.96,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31402,Katie M.,2019-03-15,14.82,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31403,K. Miller,2021-11-16,31.07,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31404,"Miller, Katie",2022-06-18,10.72,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31405,Katie Miller,2018-04-14,29.81,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31406,K. Miller,2021-09-21,68.46,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31407,Patricia B.,2022-02-10,4.78,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31408,Glen Mills,2018-10-27,5.37,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31409,Glen M.,2021-12-15,66.76,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31410,"Fletcher, Brenda",2022-09-30,16.91,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31411,Brenda F.,2022-06-28,10.13,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31412,"Williamson, Gordon",2019-02-21,45.44,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31413,Deborah S.,2020-03-01,50.1,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31414,Megan Jones,2019-12-12,16.8,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31415,Megan J.,2018-12-28,10.17,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31416,M. Jones,2021-11-16,6.45,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31417,Jack W.,2020-03-29,6.28,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31418,Katherine O.,2018-09-05,124.32,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31419,Katherine O.,2022-12-24,123.69,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31420,Katherine O.,2020-07-25,28.96,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31421,"Watts, Catherine",2018-04-01,211.28,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31422,Aaron H.,2019-11-24,24.94,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31423,A. Harrison,2020-08-17,10.66,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31424,J. Lewis,2021-08-02,36.49,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31425,Joanne L.,2022-06-28,42.89,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31426,Joanne Lewis,2020-03-18,9.76,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31427,Joanne Lewis,2022-04-18,7.17,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31428,J. Lewis,2022-04-28,10.95,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31429,J. Khan,2019-09-12,15.28,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31430,"Khan, Josh",2019-07-02,16.93,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31431,Anthony Jones,2022-05-30,80.03,Major Gift,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31432,Christine White,2019-03-23,44.44,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31433,C. White,2022-01-30,4.48,Regular,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
31434,A. Parkinson,2022-05-01,12.87,One-off,Migrated from legacy system on 2023-01-01,2023-01-01,Legacy System
